Zipcode,ZipCodeType,City,State
73079,STANDARD,POCASSET,OK
74902,STANDARD,POCOLA,OK
74601,STANDARD,PONCA CITY,OK
74602,PO BOX,PONCA CITY,OK
74604,STANDARD,PONCA CITY,OK
73766,STANDARD,POND CREEK,OK
74454,STANDARD,PORTER,OK
74455,STANDARD,PORUM,OK
74953,STANDARD,POTEAU,OK
74864,STANDARD,PRAGUE,OK
74456,PO BOX,PRESTON,OK
74457,STANDARD,PROCTOR,OK
74060,STANDARD,PRUE,OK
74361,STANDARD,PRYOR,OK
74362,PO BOX,PRYOR,OK
73080,STANDARD,PURCELL,OK
73659,STANDARD,PUTNAM,OK
74335,PO BOX,CARDIN,OK
74360,STANDARD,PICHER,OK
74363,STANDARD,QUAPAW,OK
74561,STANDARD,QUINTON,OK
74650,STANDARD,RALSTON,OK
74061,STANDARD,RAMONA,OK
73562,STANDARD,RANDLETT,OK
73481,STANDARD,RATLIFF CITY,OK
74562,STANDARD,RATTAN,OK
73455,PO BOX,RAVIA,OK
74458,PO BOX,REDBIRD,OK
74563,STANDARD,RED OAK,OK
74651,STANDARD,RED ROCK,OK
74459,PO BOX,RENTIESVILLE,OK
73660,STANDARD,REYDON,OK
73456,STANDARD,RINGLING,OK
74754,STANDARD,RINGOLD,OK
73768,STANDARD,RINGWOOD,OK
74062,STANDARD,RIPLEY,OK
73661,STANDARD,ROCKY,OK
74865,STANDARD,ROFF,OK
74954,STANDARD,ROLAND,OK
73564,STANDARD,ROOSEVELT,OK
74364,STANDARD,ROSE,OK
74755,STANDARD,RUFE,OK
73082,STANDARD,RUSH SPRINGS,OK
73565,STANDARD,RYAN,OK
74866,PO BOX,SAINT LOUIS,OK
74365,STANDARD,SALINA,OK
74955,STANDARD,SALLISAW,OK
74063,STANDARD,SAND SPRINGS,OK
74066,STANDARD,SAPULPA,OK
74067,PO BOX,SAPULPA,OK
74867,STANDARD,SASAKWA,OK
74565,PO BOX,SAVANNA,OK
74756,STANDARD,SAWYER,OK
73662,STANDARD,SAYRE,OK
74460,PO BOX,SCHULTER,OK
73663,STANDARD,SEILING,OK
74818,PO BOX,SEMINOLE,OK
74868,STANDARD,SEMINOLE,OK
73664,STANDARD,SENTINEL,OK
74956,STANDARD,SHADY POINT,OK
74068,PO BOX,SHAMROCK,OK
73857,STANDARD,SHARON,OK
73858,STANDARD,SHATTUCK,OK
74801,STANDARD,SHAWNEE,OK
74802,PO BOX,SHAWNEE,OK
74804,STANDARD,SHAWNEE,OK
74652,STANDARD,SHIDLER,OK
74070,STANDARD,SKIATOOK,OK
74071,PO BOX,SLICK,OK
74957,STANDARD,SMITHVILLE,OK
74567,STANDARD,SNOW,OK
73566,STANDARD,SNYDER,OK
74759,STANDARD,SOPER,OK
73770,STANDARD,SOUTHARD,OK
74072,STANDARD,S COFFEYVILLE,OK
74869,STANDARD,SPARKS,OK
74366,STANDARD,SPAVINAW,OK
73084,STANDARD,SPENCER,OK
74760,STANDARD,SPENCERVILLE,OK
74073,STANDARD,SPERRY,OK
74959,STANDARD,SPIRO,OK
73458,STANDARD,SPRINGER,OK
73567,PO BOX,STERLING,OK
74462,STANDARD,STIGLER,OK
74074,STANDARD,STILLWATER,OK
74075,STANDARD,STILLWATER,OK
74076,PO BOX,STILLWATER,OK
74077,UNIQUE,STILLWATER,OK
74078,UNIQUE,STILLWATER,OK
74960,STANDARD,STILWELL,OK
74871,STANDARD,STONEWALL,OK
74367,STANDARD,STRANG,OK
74872,STANDARD,STRATFORD,OK
74569,STANDARD,STRINGTOWN,OK
74079,STANDARD,STROUD,OK
74570,STANDARD,STUART,OK
73086,STANDARD,SULPHUR,OK
73666,STANDARD,SWEETWATER,OK
74761,PO BOX,SWINK,OK
74463,PO BOX,TAFT,OK
74464,STANDARD,TAHLEQUAH,OK
74465,PO BOX,TAHLEQUAH,OK
74080,STANDARD,TALALA,OK
74571,STANDARD,TALIHINA,OK
73667,STANDARD,TALOGA,OK
73487,PO BOX,TATUMS,OK
74873,STANDARD,TECUMSEH,OK
73568,STANDARD,TEMPLE,OK
74081,STANDARD,TERLTON,OK
73561,STANDARD,OSCAR,OK
73569,STANDARD,TERRAL,OK
73459,STANDARD,THACKERVILLE,OK
73669,STANDARD,THOMAS,OK
73570,STANDARD,TIPTON,OK
73460,STANDARD,TISHOMINGO,OK
74653,STANDARD,TONKAWA,OK
74875,STANDARD,TRYON,OK
74101,PO BOX,TULSA,OK
74102,PO BOX,TULSA,OK
74103,STANDARD,TULSA,OK
74104,STANDARD,TULSA,OK
74105,STANDARD,TULSA,OK
74106,STANDARD,TULSA,OK
74107,STANDARD,TULSA,OK
74108,STANDARD,TULSA,OK
74110,STANDARD,TULSA,OK
74112,STANDARD,TULSA,OK
74114,STANDARD,TULSA,OK
74115,STANDARD,TULSA,OK
74116,STANDARD,TULSA,OK
74117,STANDARD,TULSA,OK
74119,STANDARD,TULSA,OK
74120,STANDARD,TULSA,OK
74121,PO BOX,TULSA,OK
74126,STANDARD,TULSA,OK
74127,STANDARD,TULSA,OK
74128,STANDARD,TULSA,OK
74129,STANDARD,TULSA,OK
74130,STANDARD,TULSA,OK
74131,STANDARD,TULSA,OK
74132,STANDARD,TULSA,OK
74133,STANDARD,TULSA,OK
74134,STANDARD,TULSA,OK
74135,STANDARD,TULSA,OK
74136,STANDARD,TULSA,OK
74137,STANDARD,TULSA,OK
74141,UNIQUE,TULSA,OK
74145,STANDARD,TULSA,OK
74146,STANDARD,TULSA,OK
74147,PO BOX,TULSA,OK
74148,PO BOX,TULSA,OK
74149,PO BOX,TULSA,OK
74150,PO BOX,TULSA,OK
74152,PO BOX,TULSA,OK
74153,PO BOX,TULSA,OK
74155,PO BOX,TULSA,OK
74156,PO BOX,TULSA,OK
74157,PO BOX,TULSA,OK
74158,PO BOX,TULSA,OK
74159,PO BOX,TULSA,OK
74169,PO BOX,TULSA,OK
74170,PO BOX,TULSA,OK
74171,UNIQUE,TULSA,OK
74172,STANDARD,TULSA,OK
74182,UNIQUE,TULSA,OK
74186,UNIQUE,TULSA,OK
74187,UNIQUE,TULSA,OK
74192,UNIQUE,TULSA,OK
74193,UNIQUE,TULSA,OK
74572,STANDARD,TUPELO,OK
74574,STANDARD,TUSKAHOMA,OK
73089,STANDARD,TUTTLE,OK
74368,STANDARD,TWIN OAKS,OK
73090,STANDARD,UNION CITY,OK
74764,STANDARD,VALLIANT,OK
73491,PO BOX,VELMA,OK
74082,PO BOX,VERA,OK
73092,STANDARD,VERDEN,OK
74962,STANDARD,VIAN,OK
73859,STANDARD,VICI,OK
74301,STANDARD,VINITA,OK
73571,STANDARD,VINSON,OK
74467,STANDARD,WAGONER,OK
74477,PO BOX,WAGONER,OK
74468,PO BOX,WAINWRIGHT,OK
73771,STANDARD,WAKITA,OK
73572,STANDARD,WALTERS,OK
74878,STANDARD,WANETTE,OK
74083,STANDARD,WANN,OK
73461,STANDARD,WAPANUCKA,OK
74469,STANDARD,WARNER,OK
73093,STANDARD,WASHINGTON,OK
73772,STANDARD,WATONGA,OK
74963,STANDARD,WATSON,OK
74964,STANDARD,WATTS,OK
73773,STANDARD,WAUKOMIS,OK
73573,STANDARD,WAURIKA,OK
73095,STANDARD,WAYNE,OK
73860,STANDARD,WAYNOKA,OK
73096,STANDARD,WEATHERFORD,OK
74470,STANDARD,WEBBERS FALLS,OK
74369,STANDARD,WELCH,OK
74880,STANDARD,WELEETKA,OK
74471,STANDARD,WELLING,OK
74881,STANDARD,WELLSTON,OK
74965,STANDARD,WESTVILLE,OK
74883,STANDARD,WETUMKA,OK
74884,STANDARD,WEWOKA,OK
73097,PO BOX,WHEATLAND,OK
74440,PO BOX,HOYT,OK
74472,STANDARD,WHITEFIELD,OK
74577,STANDARD,WHITESBORO,OK
74578,STANDARD,WILBURTON,OK
73673,STANDARD,WILLOW,OK
73463,STANDARD,WILSON,OK
74966,STANDARD,WISTER,OK
73801,STANDARD,WOODWARD,OK
73802,PO BOX,WOODWARD,OK
74766,STANDARD,WRIGHT CITY,OK
74370,STANDARD,WYANDOTTE,OK
73098,STANDARD,WYNNEWOOD,OK
74084,STANDARD,WYNONA,OK
74085,STANDARD,YALE,OK
73085,PO BOX,YUKON,OK
73099,STANDARD,YUKON,OK
71854,STANDARD,TEXARKANA,AR
75001,STANDARD,ADDISON,TX
75410,STANDARD,ALBA,TX
75002,STANDARD,ALLEN,TX
75013,STANDARD,ALLEN,TX
75925,STANDARD,ALTO,TX
75409,STANDARD,ANNA,TX
75550,STANDARD,ANNONA,TX
75926,STANDARD,APPLE SPRINGS,TX
75750,STANDARD,ARP,TX
75411,STANDARD,ARTHUR CITY,TX
75751,STANDARD,ATHENS,TX
75752,STANDARD,ATHENS,TX
75551,STANDARD,ATLANTA,TX
75554,STANDARD,AVERY,TX
75630,STANDARD,AVINGER,TX
75412,STANDARD,BAGWELL,TX
75413,PO BOX,BAILEY,TX
75101,PO BOX,BARDWELL,TX
75102,STANDARD,BARRY,TX
75631,STANDARD,BECKVILLE,TX
75414,STANDARD,BELLS,TX
75415,STANDARD,BEN FRANKLIN,TX
75754,STANDARD,BEN WHEELER,TX
75755,STANDARD,BIG SANDY,TX
75797,UNIQUE,BIG SANDY,TX
75555,STANDARD,BIVINS,TX
75556,STANDARD,BLOOMBURG,TX
75416,STANDARD,BLOSSOM,TX
75424,STANDARD,BLUE RIDGE,TX
75417,STANDARD,BOGATA,TX
75418,STANDARD,BONHAM,TX
75928,STANDARD,BON WIER,TX
75420,STANDARD,BRASHEAR,TX
75929,STANDARD,BROADDUS,TX
75930,STANDARD,BRONSON,TX
75931,STANDARD,BROOKELAND,TX
75421,STANDARD,BROOKSTON,TX
75756,STANDARD,BROWNSBORO,TX
75831,STANDARD,BUFFALO,TX
75757,STANDARD,BULLARD,TX
75932,STANDARD,BURKEVILLE,TX
75135,STANDARD,CADDO MILLS,TX
75933,STANDARD,CALL,TX
75934,PO BOX,CAMDEN,TX
75422,STANDARD,CAMPBELL,TX
75103,STANDARD,CANTON,TX
75006,STANDARD,CARROLLTON,TX
75007,STANDARD,CARROLLTON,TX
75010,STANDARD,CARROLLTON,TX
75011,PO BOX,CARROLLTON,TX
75633,STANDARD,CARTHAGE,TX
75636,PO BOX,CASON,TX
75832,PO BOX,CAYUGA,TX
75104,STANDARD,CEDAR HILL,TX
75106,PO BOX,CEDAR HILL,TX
75423,STANDARD,CELESTE,TX
75009,STANDARD,CELINA,TX
75935,STANDARD,CENTER,TX
75833,STANDARD,CENTERVILLE,TX
75834,STANDARD,CENTRALIA,TX
75758,STANDARD,CHANDLER,TX
75105,STANDARD,CHATFIELD,TX
75936,STANDARD,CHESTER,TX
75425,PO BOX,CHICOTA,TX
75937,STANDARD,CHIRENO,TX
75426,STANDARD,CLARKSVILLE,TX
75637,PO BOX,CLAYTON,TX
75938,STANDARD,COLMESNEIL,TX
75428,STANDARD,COMMERCE,TX
75429,PO BOX,COMMERCE,TX
75431,STANDARD,COMO,TX
75558,STANDARD,COOKVILLE,TX
75432,STANDARD,COOPER,TX
75121,PO BOX,COPEVILLE,TX
75019,STANDARD,COPPELL,TX
75099,UNIQUE,COPPELL,TX
75939,STANDARD,CORRIGAN,TX
75109,STANDARD,CORSICANA,TX
75110,STANDARD,CORSICANA,TX
75151,PO BOX,CORSICANA,TX
75114,STANDARD,CRANDALL,TX
75835,STANDARD,CROCKETT,TX
75433,STANDARD,CUMBY,TX
75759,PO BOX,CUNEY,TX
75434,PO BOX,CUNNINGHAM,TX
75760,STANDARD,CUSHING,TX
75638,STANDARD,DAINGERFIELD,TX
75201,STANDARD,DALLAS,TX
75202,STANDARD,DALLAS,TX
75203,STANDARD,DALLAS,TX
75204,STANDARD,DALLAS,TX
75205,STANDARD,DALLAS,TX
75206,STANDARD,DALLAS,TX
75207,STANDARD,DALLAS,TX
75208,STANDARD,DALLAS,TX
75209,STANDARD,DALLAS,TX
75210,STANDARD,DALLAS,TX
75211,STANDARD,DALLAS,TX
75212,STANDARD,DALLAS,TX
75214,STANDARD,DALLAS,TX
75215,STANDARD,DALLAS,TX
75216,STANDARD,DALLAS,TX
75217,STANDARD,DALLAS,TX
75218,STANDARD,DALLAS,TX
75219,STANDARD,DALLAS,TX
75220,STANDARD,DALLAS,TX
75221,PO BOX,DALLAS,TX
75222,PO BOX,DALLAS,TX
75223,STANDARD,DALLAS,TX
75224,STANDARD,DALLAS,TX
75225,STANDARD,DALLAS,TX
75226,STANDARD,DALLAS,TX
75227,STANDARD,DALLAS,TX
75228,STANDARD,DALLAS,TX
75229,STANDARD,DALLAS,TX
75230,STANDARD,DALLAS,TX
75231,STANDARD,DALLAS,TX
75232,STANDARD,DALLAS,TX
75233,STANDARD,DALLAS,TX
75234,STANDARD,DALLAS,TX
75235,STANDARD,DALLAS,TX
75236,STANDARD,DALLAS,TX
75237,STANDARD,DALLAS,TX
75238,STANDARD,DALLAS,TX
75240,STANDARD,DALLAS,TX
75241,STANDARD,DALLAS,TX
75242,STANDARD,DALLAS,TX
75243,STANDARD,DALLAS,TX
75244,STANDARD,DALLAS,TX
75246,STANDARD,DALLAS,TX
75247,STANDARD,DALLAS,TX
75248,STANDARD,DALLAS,TX
75249,STANDARD,DALLAS,TX
75250,PO BOX,DALLAS,TX
75251,STANDARD,DALLAS,TX
75252,STANDARD,DALLAS,TX
75253,STANDARD,DALLAS,TX
75254,STANDARD,DALLAS,TX
75260,STANDARD,DALLAS,TX
75261,PO BOX,DALLAS,TX
75262,PO BOX,DALLAS,TX
75263,PO BOX,DALLAS,TX
75264,PO BOX,DALLAS,TX
75265,PO BOX,DALLAS,TX
75266,PO BOX,DALLAS,TX
75267,PO BOX,DALLAS,TX
75270,STANDARD,DALLAS,TX
75275,UNIQUE,DALLAS,TX
75277,UNIQUE,DALLAS,TX
75283,UNIQUE,DALLAS,TX
75284,UNIQUE,DALLAS,TX
75285,UNIQUE,DALLAS,TX
75287,STANDARD,DALLAS,TX
75301,UNIQUE,DALLAS,TX
75303,UNIQUE,DALLAS,TX
75312,UNIQUE,DALLAS,TX
75313,PO BOX,DALLAS,TX
75315,PO BOX,DALLAS,TX
75320,UNIQUE,DALLAS,TX
75326,UNIQUE,DALLAS,TX
75336,PO BOX,DALLAS,TX
75339,PO BOX,DALLAS,TX
75342,STANDARD,DALLAS,TX
75354,PO BOX,DALLAS,TX
75355,PO BOX,DALLAS,TX
75356,PO BOX,DALLAS,TX
75357,PO BOX,DALLAS,TX
75358,UNIQUE,DALLAS,TX
75359,PO BOX,DALLAS,TX
75360,PO BOX,DALLAS,TX
75367,PO BOX,DALLAS,TX
75368,UNIQUE,DALLAS,TX
75370,PO BOX,DALLAS,TX
75371,PO BOX,DALLAS,TX
75372,PO BOX,DALLAS,TX
75373,UNIQUE,DALLAS,TX
75374,PO BOX,DALLAS,TX
75376,PO BOX,DALLAS,TX
75378,PO BOX,DALLAS,TX
75379,PO BOX,DALLAS,TX
75380,PO BOX,DALLAS,TX
75381,PO BOX,DALLAS,TX
75382,PO BOX,DALLAS,TX
75389,UNIQUE,DALLAS,TX
75390,UNIQUE,DALLAS,TX
75391,UNIQUE,DALLAS,TX
75392,UNIQUE,DALLAS,TX
75393,UNIQUE,DALLAS,TX
75394,UNIQUE,DALLAS,TX
75395,UNIQUE,DALLAS,TX
75397,UNIQUE,DALLAS,TX
75398,STANDARD,DALLAS,TX
75639,STANDARD,DE BERRY,TX
75559,STANDARD,DE KALB,TX
75020,STANDARD,DENISON,TX
75021,STANDARD,DENISON,TX
75435,STANDARD,DEPORT,TX
75115,STANDARD,DESOTO,TX
75123,PO BOX,DESOTO,TX
75436,STANDARD,DETROIT,TX
75640,STANDARD,DIANA,TX
75941,STANDARD,DIBOLL,TX
75437,STANDARD,DIKE,TX
75438,STANDARD,DODD CITY,TX
75838,STANDARD,DONIE,TX
75942,PO BOX,DOUCETTE,TX
75943,STANDARD,DOUGLASS,TX
75560,STANDARD,DOUGLASSVILLE,TX
75116,STANDARD,DUNCANVILLE,TX
75137,STANDARD,DUNCANVILLE,TX
75138,PO BOX,DUNCANVILLE,TX
75641,PO BOX,EASTON,TX
75439,STANDARD,ECTOR,TX
75117,STANDARD,EDGEWOOD,TX
75839,STANDARD,ELKHART,TX
75118,PO BOX,ELMO,TX
75642,PO BOX,ELYSIAN FIELDS,TX
75440,STANDARD,EMORY,TX
75441,PO BOX,ENLOE,TX
75119,STANDARD,ENNIS,TX
75120,PO BOX,ENNIS,TX
75944,STANDARD,ETOILE,TX
75124,STANDARD,EUSTACE,TX
75840,STANDARD,FAIRFIELD,TX
75442,STANDARD,FARMERSVILLE,TX
75132,PO BOX,FATE,TX
75125,STANDARD,FERRIS,TX
75762,STANDARD,FLINT,TX
75126,STANDARD,FORNEY,TX
75763,STANDARD,FRANKSTON,TX
75033,STANDARD,FRISCO,TX
75034,STANDARD,FRISCO,TX
75035,STANDARD,FRISCO,TX
75127,STANDARD,FRUITVALE,TX
75764,PO BOX,GALLATIN,TX
75040,STANDARD,GARLAND,TX
75041,STANDARD,GARLAND,TX
75042,STANDARD,GARLAND,TX
75043,STANDARD,GARLAND,TX
75044,STANDARD,GARLAND,TX
75045,PO BOX,GARLAND,TX
75046,PO BOX,GARLAND,TX
75047,PO BOX,GARLAND,TX
75048,STANDARD,SACHSE,TX
75049,PO BOX,GARLAND,TX
75946,STANDARD,GARRISON,TX
75643,STANDARD,GARY,TX
75644,STANDARD,GILMER,TX
75645,STANDARD,GILMER,TX
75647,STANDARD,GLADEWATER,TX
75443,PO BOX,GOBER,TX
75444,PO BOX,GOLDEN,TX
75050,STANDARD,GRAND PRAIRIE,TX
75051,STANDARD,GRAND PRAIRIE,TX
75052,STANDARD,GRAND PRAIRIE,TX
75053,PO BOX,GRAND PRAIRIE,TX
75054,STANDARD,GRAND PRAIRIE,TX
75140,STANDARD,GRAND SALINE,TX
75844,STANDARD,GRAPELAND,TX
75401,STANDARD,GREENVILLE,TX
75402,STANDARD,GREENVILLE,TX
75403,PO BOX,GREENVILLE,TX
75404,PO BOX,GREENVILLE,TX
75845,STANDARD,GROVETON,TX
75058,STANDARD,GUNTER,TX
75650,STANDARD,HALLSVILLE,TX
75651,STANDARD,HARLETON,TX
75765,STANDARD,HAWKINS,TX
75948,STANDARD,HEMPHILL,TX
75652,STANDARD,HENDERSON,TX
75653,PO BOX,HENDERSON,TX
75654,STANDARD,HENDERSON,TX
75680,PO BOX,MINDEN,TX
75446,STANDARD,HONEY GROVE,TX
75561,STANDARD,HOOKS,TX
75459,STANDARD,HOWE,TX
75656,STANDARD,HUGHES SPRINGS,TX
75949,STANDARD,HUNTINGTON,TX
75141,STANDARD,HUTCHINS,TX
75014,PO BOX,IRVING,TX
75015,PO BOX,IRVING,TX
75016,PO BOX,IRVING,TX
75017,PO BOX,IRVING,TX
75038,STANDARD,IRVING,TX
75039,STANDARD,IRVING,TX
75060,STANDARD,IRVING,TX
75061,STANDARD,IRVING,TX
75062,STANDARD,IRVING,TX
75063,STANDARD,IRVING,TX
75447,STANDARD,IVANHOE,TX
75766,STANDARD,JACKSONVILLE,TX
75951,STANDARD,JASPER,TX
75657,STANDARD,JEFFERSON,TX
75846,STANDARD,JEWETT,TX
75954,STANDARD,JOAQUIN,TX
75658,PO BOX,JOINERVILLE,TX
75659,PO BOX,JONESVILLE,TX
75164,PO BOX,JOSEPHINE,TX
75660,PO BOX,JUDSON,TX
75661,STANDARD,KARNACK,TX
75142,STANDARD,KAUFMAN,TX
75143,STANDARD,KEMP,TX
75847,STANDARD,KENNARD,TX
75144,STANDARD,KERENS,TX
75562,PO BOX,KILDARE,TX
75662,STANDARD,KILGORE,TX
75663,PO BOX,KILGORE,TX
75956,STANDARD,KIRBYVILLE,TX
75448,STANDARD,KLONDIKE,TX
75449,STANDARD,LADONIA,TX
75666,PO BOX,LAIRD HILL,TX
75450,STANDARD,LAKE CREEK,TX
75065,STANDARD,LAKE DALLAS,TX
75134,STANDARD,LANCASTER,TX
75146,STANDARD,LANCASTER,TX
75667,STANDARD,LANEVILLE,TX
75770,STANDARD,LARUE,TX
75849,PO BOX,LATEXO,TX
75166,STANDARD,LAVON,TX
75451,STANDARD,LEESBURG,TX
75850,STANDARD,LEONA,TX
75452,STANDARD,LEONARD,TX
75022,STANDARD,FLOWER MOUND,TX
75027,PO BOX,FLOWER MOUND,TX
75028,STANDARD,FLOWER MOUND,TX
75029,PO BOX,LEWISVILLE,TX
75056,STANDARD,THE COLONY,TX
75057,STANDARD,LEWISVILLE,TX
75067,STANDARD,LEWISVILLE,TX
75077,STANDARD,LEWISVILLE,TX
75771,STANDARD,LINDALE,TX
75563,STANDARD,LINDEN,TX
75068,STANDARD,LITTLE ELM,TX
75564,PO BOX,LODI,TX
75453,STANDARD,LONE OAK,TX
75668,STANDARD,LONE STAR,TX
75669,STANDARD,LONG BRANCH,TX
75601,STANDARD,LONGVIEW,TX
75602,STANDARD,LONGVIEW,TX
75603,STANDARD,LONGVIEW,TX
75604,STANDARD,LONGVIEW,TX
75605,STANDARD,LONGVIEW,TX
75606,PO BOX,LONGVIEW,TX
75607,PO BOX,LONGVIEW,TX
75608,PO BOX,LONGVIEW,TX
75615,PO BOX,LONGVIEW,TX
75851,STANDARD,LOVELADY,TX
75901,STANDARD,LUFKIN,TX
75902,PO BOX,LUFKIN,TX
75903,PO BOX,LUFKIN,TX
75904,STANDARD,LUFKIN,TX
75915,PO BOX,LUFKIN,TX
75069,STANDARD,MCKINNEY,TX
75070,STANDARD,MCKINNEY,TX
75071,STANDARD,MCKINNEY,TX
75565,PO BOX,MC LEOD,TX
75147,STANDARD,MABANK,TX
75156,STANDARD,MABANK,TX
75148,STANDARD,MALAKOFF,TX
75566,STANDARD,MARIETTA,TX
75670,STANDARD,MARSHALL,TX
75671,PO BOX,MARSHALL,TX
75672,STANDARD,MARSHALL,TX
75958,PO BOX,MARTINSVILLE,TX
75567,STANDARD,MAUD,TX
75772,PO BOX,MAYDELLE,TX
75454,STANDARD,MELISSA,TX
75458,PO BOX,MERIT,TX
75149,STANDARD,MESQUITE,TX
75150,STANDARD,MESQUITE,TX
75180,STANDARD,BALCH SPRINGS,TX
75181,STANDARD,MESQUITE,TX
75182,STANDARD,SUNNYVALE,TX
75185,PO BOX,MESQUITE,TX
75187,PO BOX,MESQUITE,TX
75852,STANDARD,MIDWAY,TX
75959,STANDARD,MILAM,TX
75773,STANDARD,MINEOLA,TX
75853,STANDARD,MONTALBA,TX
75960,STANDARD,MOSCOW,TX
75681,STANDARD,MOUNT ENTERPRISE,TX
75455,STANDARD,MOUNT PLEASANT,TX
75456,PO BOX,MOUNT PLEASANT,TX
75457,STANDARD,MOUNT VERNON,TX
75778,STANDARD,MURCHISON,TX
75961,STANDARD,NACOGDOCHES,TX
75962,UNIQUE,NACOGDOCHES,TX
75963,PO BOX,NACOGDOCHES,TX
75964,STANDARD,NACOGDOCHES,TX
75965,STANDARD,NACOGDOCHES,TX
75568,STANDARD,NAPLES,TX
75569,STANDARD,NASH,TX
75779,PO BOX,NECHES,TX
75173,STANDARD,NEVADA,TX
75570,STANDARD,NEW BOSTON,TX
75682,PO BOX,NEW LONDON,TX
75780,PO BOX,NEW SUMMERFIELD,TX
75966,STANDARD,NEWTON,TX
75855,STANDARD,OAKWOOD,TX
75571,STANDARD,OMAHA,TX
75683,STANDARD,ORE CITY,TX
75684,STANDARD,OVERTON,TX
75801,STANDARD,PALESTINE,TX
75802,PO BOX,PALESTINE,TX
75803,STANDARD,PALESTINE,TX
75882,UNIQUE,PALESTINE,TX
75152,STANDARD,PALMER,TX
75685,PO BOX,PANOLA,TX
75460,STANDARD,PARIS,TX
75461,PO BOX,PARIS,TX
75462,STANDARD,PARIS,TX
75468,STANDARD,PATTONVILLE,TX
75469,STANDARD,PECAN GAP,TX
75856,STANDARD,PENNINGTON,TX
75470,STANDARD,PETTY,TX
75471,STANDARD,PICKTON,TX
75968,STANDARD,PINELAND,TX
75686,STANDARD,PITTSBURG,TX
75023,STANDARD,PLANO,TX
75024,STANDARD,PLANO,TX
75025,STANDARD,PLANO,TX
75026,PO BOX,PLANO,TX
75074,STANDARD,PLANO,TX
75075,STANDARD,PLANO,TX
75086,PO BOX,PLANO,TX
75093,STANDARD,PLANO,TX
75094,STANDARD,PLANO,TX
75472,STANDARD,POINT,TX
75969,STANDARD,POLLOK,TX
75076,STANDARD,POTTSBORO,TX
75473,STANDARD,POWDERLY,TX
75153,STANDARD,POWELL,TX
75782,PO BOX,POYNOR,TX
75687,PO BOX,PRICE,TX
75407,STANDARD,PRINCETON,TX
75078,STANDARD,PROSPER,TX
75572,STANDARD,QUEEN CITY,TX
75474,STANDARD,QUINLAN,TX
75783,STANDARD,QUITMAN,TX
75475,PO BOX,RANDOLPH,TX
75858,PO BOX,RATCLIFF,TX
75476,STANDARD,RAVENNA,TX
75154,STANDARD,RED OAK,TX
75573,PO BOX,REDWATER,TX
75784,STANDARD,REKLAW,TX
75155,STANDARD,RICE,TX
75080,STANDARD,RICHARDSON,TX
75081,STANDARD,RICHARDSON,TX
75082,STANDARD,RICHARDSON,TX
75083,PO BOX,RICHARDSON,TX
75085,PO BOX,RICHARDSON,TX
75032,STANDARD,ROCKWALL,TX
75087,STANDARD,ROCKWALL,TX
75157,PO BOX,ROSSER,TX
75030,PO BOX,ROWLETT,TX
75088,STANDARD,ROWLETT,TX
75089,STANDARD,ROWLETT,TX
75477,STANDARD,ROXTON,TX
75189,STANDARD,ROYSE CITY,TX
75785,STANDARD,RUSK,TX
75788,PO BOX,SACUL,TX
75478,STANDARD,SALTILLO,TX
75972,STANDARD,SAN AUGUSTINE,TX
75479,STANDARD,SAVOY,TX
75688,PO BOX,SCOTTSVILLE,TX
75480,STANDARD,SCROGGINS,TX
75158,STANDARD,SCURRY,TX
75159,STANDARD,SEAGOVILLE,TX
75689,PO BOX,SELMAN CITY,TX
75973,STANDARD,SHELBYVILLE,TX
75090,STANDARD,SHERMAN,TX
75091,PO BOX,SHERMAN,TX
75092,STANDARD,SHERMAN,TX
75574,STANDARD,SIMMS,TX
75848,PO BOX,KIRVIN,TX
75859,STANDARD,STREETMAN,TX
75481,STANDARD,SULPHUR BLUFF,TX
75482,STANDARD,SULPHUR SPRINGS,TX
75483,PO BOX,SULPHUR SPRINGS,TX
75486,STANDARD,SUMNER,TX
75487,STANDARD,TALCO,TX
75691,STANDARD,TATUM,TX
75860,STANDARD,TEAGUE,TX
75488,STANDARD,TELEPHONE,TX
75974,STANDARD,TENAHA,TX
75861,STANDARD,TENNESSEE COLONY,TX
75880,UNIQUE,TENNESSEE COLONY,TX
75884,UNIQUE,TENNESSEE COLONY,TX
75886,UNIQUE,TENNESSEE COLONY,TX
75160,STANDARD,TERRELL,TX
75161,STANDARD,TERRELL,TX
75501,STANDARD,TEXARKANA,TX
75503,STANDARD,TEXARKANA,TX
75504,PO BOX,TEXARKANA,TX
75505,PO BOX,TEXARKANA,TX
75507,UNIQUE,TEXARKANA,TX
75599,UNIQUE,TEXARKANA,TX
75975,STANDARD,TIMPSON,TX
75489,PO BOX,TOM BEAN,TX
75490,STANDARD,TRENTON,TX
75163,STANDARD,TRINIDAD,TX
75862,STANDARD,TRINITY,TX
75789,STANDARD,TROUP,TX
75701,STANDARD,TYLER,TX
75702,STANDARD,TYLER,TX
75703,STANDARD,TYLER,TX
75704,STANDARD,TYLER,TX
75705,STANDARD,TYLER,TX
75706,STANDARD,TYLER,TX
75707,STANDARD,TYLER,TX
75708,STANDARD,TYLER,TX
75709,STANDARD,TYLER,TX
75710,PO BOX,TYLER,TX
75711,PO BOX,TYLER,TX
75712,PO BOX,TYLER,TX
75713,PO BOX,TYLER,TX
75798,UNIQUE,TYLER,TX
75799,UNIQUE,TYLER,TX
